id,lane,artist,title,year,subculture,proposed_signals,why,error
d22b0d15-fd76-4b40-a822-71a5d39f6022,classic_rock,Journey,Don't Stop Believin',,,open_signal|melody_maximalist,"This song is the ultimate radio-friendly anthem, built on instantly recognizable melodic hooks that invite a universal sing-along.",
3ae282f1-bc59-44e2-8faa-1d7873b599b4,classic_rock,Kansas,Carry On Wayward Son,,,open_signal|melody_maximalist,"This track is a classic rock radio staple driven by massive, instantly recognizable vocal harmonies and guitar hooks that invite a massive sing-along.",
ad5e5a42-67d4-4520-b44c-0e884802f496,classic_rock,Led Zeppelin,Kashmir,,,cinematic_romantic|bassline_mystic,"The song's epic, widescreen symphonic arrangement creates a cinematic journey, driven entirely by a heavy, hypnotic, and legendary rhythmic groove.",
dadf096a-588b-4426-9061-d05215f6a199,classic_rock,Led Zeppelin,Whole Lotta Love,,,bassline_mystic|catharsis_engine,"Anchored by a heavy, body-forward riff, the song builds tension through a psychedelic freakout before releasing it in an explosive rock climax.",
225cbddf-a255-4dcc-b961-870feb8797c5,classic_rock,Lynyrd Skynyrd,Free Bird,,,catharsis_engine|open_signal,"The song transitions from a slow, mournful anthem into one of rock's most legendary, high-octane guitar solo climaxes.",
99a4f4b1-cfeb-4e08-b0b0-75dd072a86be,classic_rock,Lynyrd Skynyrd,Sweet Home Alabama,,,open_signal,"Its iconic, instantly recognizable guitar riff and sing-along chorus function as the ultimate accessible, radio-friendly crowd invitation.",
1bf11dfb-9b64-4dda-832c-b96a91938e5d,classic_rock,Neil Young,Heart of Gold,,,forward_motion_romantic,"The song's driving acoustic rhythm and steady drumbeat propel a sincere, searching lyricism about yearning for connection.",
47702bb9-e130-405f-ad41-44e1a28a4516,classic_rock,Pink Floyd,Comfortably Numb,,,beautiful_doom_seeker|catharsis_engine,"The song's sublime, medicated melancholy builds into one of rock's most legendary, emotionally explosive guitar solos.",
88cf0989-5d08-46e1-983c-e56603d5d50a,classic_rock,Pink Floyd,Wish You Were Here,,,open_signal|beautiful_doom_seeker,"The song pairs a globally resonant, campfire-welcoming acoustic structure with a deeply sublime and melancholy sense of longing.",
bc891e9e-e202-493e-906d-502ae4f50174,classic_rock,Queen,Bohemian Rhapsody,,,catharsis_engine|melody_maximalist,"The song is a masterclass in multi-part melodic theatricality that builds from a tender ballad to an explosive, hard-rocking emotional release.",
3fee448b-e3ff-4db4-8ce0-5100f2421041,classic_rock,Santana,Black Magic Woman,,,bassline_mystic,"The song is entirely driven by its hypnotic, body-forward Latin-blues groove, anchored by the iconic bassline and percussion.",
95207226-7657-4d83-8c81-0f17e17b3938,classic_rock,The Animals,House of the Rising Sun,,,beautiful_doom_seeker|catharsis_engine,"The song combines a dark, hauntingly melancholic atmosphere with a powerful, slow-building vocal delivery that reaches an intense emotional climax.",
5257d893-3d4a-4c94-a061-79c978f6d760,classic_rock,The Doors,Riders on the Storm,,,texture_astronaut|bassline_mystic,"The track is driven by a hypnotic, jazzy low-end groove enveloped in a rain-soaked, atmospheric soundscape.",
a35cf0b0-c8cb-4e15-979c-ed56326c999c,classic_rock,The Kinks,You Really Got Me,,,open_signal|melody_maximalist,"Built on one of rock's most iconic, instantly recognizable riffs, it is a highly infectious, radio-friendly anthem that invites immediate listener connection.",
92beb1f0-96bf-40b7-9ae5-31c66e188c4c,classic_rock,The Rolling Stones,Gimme Shelter,,,beautiful_doom_seeker|catharsis_engine,"The track blends an ominous, sublimely dark apocalyptic atmosphere with one of the most explosive and emotionally raw vocal climaxes in rock history.",
7cb6c575-d426-45be-a886-325eea36eb8b,classic_rock,The Rolling Stones,Paint It Black,,,beautiful_doom_seeker|forward_motion_romantic,"The song pairs a driving, propulsive rhythm with a pitch-black, melancholic exploration of grief and obsession.",
4f54ecea-ea37-4449-b822-a33fe4896b56,classic_rock,The Rolling Stones,Sympathy for the Devil,,,bassline_mystic,"The song is completely driven by its hypnotic, percussion-heavy samba groove and relentless, propulsive bassline.",
68ad5118-3a90-400c-a524-e733c4ec7231,classic_rock,The Rolling Stones,Wild Horses,,,beautiful_doom_seeker|cinematic_romantic,"The song's tender acoustic arrangement and aching, melancholic lyrics create a grand, slow-burning atmosphere of beautiful, tragic romance.",
6d50ce80-7ad7-4c91-b12f-b2cca4b0ec50,classic_rock,The Who,Baba O'Riley,,,open_signal|catharsis_engine,"The song blends an iconic, universally recognizable stadium-scale anthem with a massive, explosive release from its sequencing synth intro into heavy power chords.",
ad4fa770-c7d9-44ae-8b7d-aa6143333a1d,classic_rock,The Who,Won't Get Fooled Again,,,catharsis_engine|open_signal,"The song is a massive arena anthem built around a legendary synth-driven tension and one of rock's most explosive, screaming climaxes.",
5354aee2-8670-4b4b-ade1-d1e544332658,classic_rock,Tina Turner,Proud Mary,,,catharsis_engine|open_signal,"The legendary transition from a slow, sultry groove to an explosive, high-octane tempo serves as a massive emotional release and a universally inviting anthem.",
7be7d5fd-7d7f-4e36-89c2-bfcd979e0ff3,classic_rock,Tom Petty and the Heartbreakers,American Girl,,,forward_motion_romantic|open_signal,"The song's propulsive, urgent rhythm and theme of yearning are delivered through a universally accessible, anthemic rock format.",
8d16cb23-db00-4274-a40d-073a5a810491,electronic,808 State,Pacific State,,,texture_astronaut,"The track is defined by its iconic, atmospheric synth pads, bird sound effects, and lush sonic space that pioneered ambient house.",
412e7810-d836-48a5-8655-a19902f4c10a,electronic,Aphex Twin,Windowlicker,,,texture_astronaut|bassline_mystic,"The track pairs surreal, mind-bending vocal textures and sound design with a slow, slinky, and deeply physical electronic groove.",
2b4ffc67-fc9a-42c6-b48b-fd02751ed08f,electronic,Aphex Twin,Xtal,,,texture_astronaut|forward_motion_romantic,"The track's transportive ambient pads and tape hiss prioritize atmospheric space, while its gentle but steady breakbeat creates a sense of nostalgic, driving yearning.",
d9fce23e-170f-472a-9a0c-361ef510632e,electronic,Avicii,Levels,,,open_signal|melody_maximalist,"Built around one of the most iconic and accessible synth hooks in EDM history, the track is a globally unifying, radio-friendly pop-dance anthem.",
e36004cf-06a4-4a36-8ce7-db4856fadd68,electronic,Bicep,Glue,,,forward_motion_romantic|texture_astronaut,"The track combines a driving, nostalgic breakbeat with lush, atmospheric synth pads that evoke a deep sense of yearning.",
9f852e36-b218-4422-9d7f-e1da5e4240b0,electronic,Bjork,Hyperballad,,,beautiful_doom_seeker|forward_motion_romantic,"The track beautifully pairs a sublime, melancholy meditation on survival with a driving, propulsive electronic beat that builds toward romantic release.",
146dfccf-838e-4a21-8a7f-b488a79660c7,electronic,Boards of Canada,Roygbiv,,,bassline_mystic|texture_astronaut,"The track is defined by its iconic, warm analog bassline and a nostalgic, dusty sonic atmosphere.",
0807e623-19f2-4202-b893-a767501c92d1,electronic,Burial,Archangel,,,beautiful_doom_seeker|texture_astronaut,"A hauntingly beautiful masterpiece of future garage that blends crackling, rain-soaked atmosphere with a deeply melancholic, pitch-shifted vocal yearning.",
1444c323-894d-4fc3-af61-d7acb1b0042c,electronic,Daft Punk,Around the World,,,bassline_mystic,"The iconic, hypnotic synth bassline and repetitive vocal groove completely drive the track, making it a masterclass in body-forward dance music.",
3eed55ea-01bf-4a42-a856-f96b4a963668,electronic,Daft Punk,One More Time,,,open_signal|communal_lift_seeker,"An iconic, universally accessible dance anthem designed for collective euphoric celebration and massive crowd singalongs.",
47ea1d65-7a71-4c59-a3e2-9d552cc43b12,electronic,Darude,Sandstorm,,,open_signal|melody_maximalist,"Its instantly recognizable, driving synth hook serves as a globally accessible, high-energy electronic anthem.",
2dc5ba7f-213e-4c7e-b84b-b78f8f084ea0,electronic,Deadmau5,Strobe,,,catharsis_engine|forward_motion_romantic,"The track is a legendary progressive house masterpiece defined by a slow-burning, driving build-up that culminates in an emotionally explosive melodic payoff.",
9bfabb73-d9b8-49cf-a067-050e4363163f,electronic,Faithless,Insomnia,,,catharsis_engine|melody_maximalist,"The track is defined by its iconic, soaring pizzicato synth hook and a legendary, tension-building drop that delivers ultimate dancefloor release.",
d70f5eb3-10a9-47c0-b164-d010550d6edf,electronic,Goldie,Inner City Life,,,forward_motion_romantic|texture_astronaut,"The track pairs a propulsive drum and bass breakbeat with yearning, soulful vocals, set within an expansive and atmospheric sonic universe.",
c3b537e0-f121-42e6-9de0-b7998345b88d,electronic,Justice,D.A.N.C.E.,,,open_signal|melody_maximalist,"The track is an incredibly welcoming, radio-friendly crossover hit driven by relentlessly catchy, spelling-bee vocal hooks.",
e98757ff-9c68-4a4f-a5f5-b7143093b13b,electronic,Justice vs Simian,We Are Your Friends,,,open_signal|communal_lift_seeker,"This track is a universally accessible, anthemic club staple built on a driving beat and an ecstatic, crowd-uniting message of togetherness.",
7e4e9cf6-3908-457f-83ee-bbe86da2c5b3,electronic,M83,Midnight City,,,open_signal|forward_motion_romantic,"A propulsive, nocturnal synth-pop anthem driven by an infectious, universally recognizable lead hook and a driving sense of late-night yearning.",
efa5cef8-7cc9-448a-8b37-32f990e7a83a,electronic,Massive Attack,Angel,,,bassline_mystic|beautiful_doom_seeker,"The track is defined by its iconic, menacing bass loop that anchors a dark, slow-burning atmosphere of sublime intensity.",
99721e3c-3bd0-4f83-a358-5e98b99cb891,electronic,Massive Attack,Teardrop,,,beautiful_doom_seeker|texture_astronaut,"The song's sublime, melancholic beauty is carried by Elizabeth Fraser's ethereal vocals over a spacious, heartbeat-driven atmospheric landscape.",
edb42498-ee60-4992-afa1-dcaba177fcc0,electronic,Massive Attack,Unfinished Sympathy,,,forward_motion_romantic|cinematic_romantic,"The track brilliantly pairs a propulsive breakbeat with a sweeping, widescreen orchestral arrangement and yearning, emotional vocals.",
77c78155-9088-406d-8d47-823ab75a44f5,electronic,Moby,Go,,,forward_motion_romantic|open_signal,"The track combines a propulsive, rave-ready beat with the sweeping, melancholic yearning of its iconic string sample.",
bc56d901-de85-44cd-ae1b-7223c5a7fd4f,electronic,Moby,Porcelain,,,cinematic_romantic|beautiful_doom_seeker,"The song's lush, reversed strings and wistful piano project a widescreen, filmic melancholy that targets a gorgeous, atmospheric sadness.",
588558e8-297b-4097-9744-9204a2ff7b8b,electronic,New Order,Blue Monday,,,bassline_mystic|forward_motion_romantic,"The track is propelled by one of electronic music's most iconic, body-forward bass grooves, driving forward with a relentless, melancholic momentum.",
4ab9f5d6-7086-4727-bad9-7bc83031e433,electronic,Orbital,Chime,,,forward_motion_romantic,"The track's propulsive, classic rave beat drives a euphoric and yearning synth melody that keeps the listener moving forward.",
b78a1209-d33c-41f3-8814-c4cdfa1c2d4c,electronic,Orbital,Halcyon and On and On,,,texture_astronaut|cinematic_romantic,"The track combines lush, suspended ambient textures with a widescreen, nostalgic emotionality that feels inherently cinematic.",
799a42a5-1eec-4198-883f-f17fa0563395,electronic,Portishead,Only You,,,bassline_mystic|beautiful_doom_seeker,"The song's haunting, melancholic beauty is anchored by a smoky, slow-motion trip-hop groove.",
d3f630bf-88ab-4914-ad2b-5f0997f7126c,electronic,Radiohead,Everything in Its Right Place,,,texture_astronaut|beautiful_doom_seeker,"The song prioritizes hypnotic, warm synthesizer textures and disorienting vocal manipulations to create a beautifully melancholic and immersive sonic space.",
83024e1d-c2e5-438a-b8e8-933b739c0a84,electronic,Robert Miles,Children,,,forward_motion_romantic|melody_maximalist,"The track's iconic, yearning piano hook driving over a propulsive dream-trance beat perfectly fuses high-melodic focus with emotional kinetic energy.",
dbc67858-0d01-4dee-8b49-6044335d3fda,electronic,The Chemical Brothers,Block Rockin' Beats,,,bassline_mystic,"The song is entirely anchored and driven by its iconic, heavy bass riff and propulsive breakbeat groove.",
303d51ef-09f8-43e2-9958-8f3257c3db3b,electronic,The Chemical Brothers,Star Guitar,,,forward_motion_romantic,"The song's relentless, train-like driving rhythm combined with its warm, soaring synth textures creates a powerful sense of emotional propulsion.",
38952af0-0352-49b8-bf46-7de9b645dcf5,electronic,The Knife,Silent Shout,,,bassline_mystic|beautiful_doom_seeker,"The song is anchored by a cold, pulsating synth bassline that provides a hauntingly dark and melancholic physical groove.",
9cad9618-22a5-4a9a-9e28-73f5fe2f9102,electronic,The Orb,Little Fluffy Clouds,,,texture_astronaut,"This ambient house classic prioritizes immersive sonic space, swirling atmospheric layers, and spoken-word samples over traditional song structure.",
08cb627e-acb4-4993-b314-40b722522f0d,electronic,The Prodigy,Breathe,,,bassline_mystic,"The song is driven by an iconic, aggressive breakbeat and a menacing, body-forward low-end groove.",
503afc59-ef81-4c9a-80ec-5335e6d89934,electronic,The Prodigy,Firestarter,,,bassline_mystic,"The track is propelled by a menacing, distorted bass loop and aggressive breakbeat groove that command a visceral, body-forward response.",
66904a3a-90c6-4e96-adeb-8c694acfee88,electronic,The Prodigy,Smack My Bitch Up,,,bassline_mystic|catharsis_engine,"The track is driven by a massive, body-forward breakbeat groove that builds tension toward one of electronic music's most explosive, cathartic drops.",
9cd16248-e63e-4723-bc87-9813768eb621,electronic,Todd Terje,Inspector Norse,,,bassline_mystic|melody_maximalist,"The track's infectious, body-forward groove is driven entirely by its iconic arpeggiated synth bassline and unforgettable, playful lead melodies.",
d4c6af06-1603-4478-9053-a58f23e5e635,electronic,Underworld,Born Slippy .NUXX,,,catharsis_engine|communal_lift_seeker,"The iconic transition from its ethereal ambient intro into a relentless, driving techno beat creates a massive feeling of collective energy and explosive emotional release.",
b85d86b1-eb6d-42da-b39a-97e4d57014d2,electronic,Underworld,Cowgirl,,,forward_motion_romantic|bassline_mystic,"The track is propelled by a relentless, hypnotic electronic groove and a rushing, emotional sense of forward energy.",
331caf7d-aa70-45bf-86ae-b4851e4f0c62,electronic,Underworld,Rez,,,forward_motion_romantic,"The track is propelled by a relentless, ecstatic synth arpeggio that creates a powerful sense of driving momentum and emotional euphoria.",
d072e49f-1e6a-451d-b9f1-1c0572d7de97,hip_hop,2Pac,Changes,,,open_signal,"The song's iconic, uplifting piano sample and universally resonant message create an accessible, radio-friendly anthem for social change.",
ce8429a8-4a7c-4310-8881-c99a7bc835ec,hip_hop,2Pac,Dear Mama,,,open_signal,"It is a universally accessible, radio-friendly tribute that invites everyone into its deeply personal yet widely relatable emotional space.",
4a86ac05-f760-4aad-bab8-5511a880046e,hip_hop,2Pac feat. Dr. Dre,California Love,,,open_signal,"A massive, universally recognizable West Coast anthem defined by its infectious party groove and radio-ready energy.",
d42620f1-10cc-409a-9364-57cd13b1a751,hip_hop,50 Cent,In Da Club,,,bassline_mystic|open_signal,"The track is driven by Dr. Dre's legendary, body-forward bass groove while functioning as an instantly recognizable, universally appealing party anthem.",
081b970f-d1ab-47d5-9205-fdb0d4456573,hip_hop,A Tribe Called Quest,Can I Kick It?,,,bassline_mystic|open_signal,"The track is driven by an iconic, laid-back sliding bassline sample while extending an effortlessly warm, collaborative invitation to the listener.",
7708b61c-c60d-4c8f-86ff-45cf465c5c4d,hip_hop,A Tribe Called Quest,Electric Relaxation,,,bassline_mystic,"The track is anchored by one of hip-hop's most iconic, warm jazz-bass grooves that drives the entire laid-back, body-forward rhythm.",
5276b9c7-ac15-4984-bcac-395ad2cfc52b,hip_hop,Cardi B,Bodak Yellow,,,bassline_mystic,"The song's fierce, swaggering energy is entirely propelled by its heavy, minimalist trap beat and commanding physical groove.",
92914b12-9476-4302-a510-6cab0d9353a5,hip_hop,DMX,X Gon' Give It To Ya,,,open_signal,"It is a universally recognized, high-octane hype anthem designed to immediately energize and unite any crowd.",
43e145bc-ade4-430b-81cb-e22ff6de03a0,hip_hop,Dr. Dre feat. Snoop Dogg,Still D.R.E.,,,open_signal,"The song's instantly recognizable keyboard loop and West Coast bounce create a universally inviting, radio-friendly hip-hop anthem.",
3085eca2-4262-4806-8091-7dc80bf5fdb0,hip_hop,Drake,Hotline Bling,,,open_signal|melody_maximalist,"The song's massive global appeal relies on incredibly simple, inescapable vocal hooks and an inviting, radio-friendly minimalist groove.",
0d58b831-be79-4aa4-8891-893b1892f150,hip_hop,Eminem,Lose Yourself,,,forward_motion_romantic|open_signal,"The song's iconic, chugging rhythm drives a relentless sense of urgency and determination, serving as a universally accessible, anthemic call to action.",
0062b20e-b598-4cae-9a8f-caa9e0b35e51,hip_hop,Eminem,Stan,,,beautiful_doom_seeker|catharsis_engine,"The song pairs Dido's hauntingly melancholic hook with a tragic narrative that builds to a devastating, dramatic climax.",
306566e4-46c5-4f19-b4bf-6b2353522f4f,hip_hop,Future,Mask Off,,,bassline_mystic,"The song is driven by Metro Boomin's heavy 808 low-end and a hypnotic, body-forward trap groove.",
c162763d-8180-4316-be25-3a8b678769d7,hip_hop,Grandmaster Flash & The Furious Five,The Message,,,bassline_mystic,"The song is entirely anchored and driven by its iconic, tense, and body-forward electro-funk synthesizer groove.",
61ff0352-d212-43cb-9e2d-3a646a1cd956,hip_hop,J. Cole,No Role Modelz,,,open_signal|bassline_mystic,"The track is a massive, universally recognized hip-hop anthem driven by a deeply infectious, low-end groove and an unforgettable sing-along hook.",
67f53434-4175-4ce1-b302-f18b93bdf5eb,hip_hop,Juvenile,Back That Azz Up,,,bassline_mystic,"The iconic, body-forward bounce groove and hypnotic low-end of Mannie Fresh's production completely drive the song.",
f52883b9-7eb0-4994-9b69-2c7f52a55b9a,hip_hop,Kanye West,Devil in a New Dress,,,cinematic_romantic|forward_motion_romantic,"The song's opulent soul sampling, dramatic guitar solo, and propulsive beat create a widescreen sense of romantic yearning and theatrical luxury.",
353950f5-65ed-4d6b-b522-33ed5d7dc34c,hip_hop,Kanye West,Power,,,open_signal,"The song is a massive, universal stadium anthem built on clapping, chanting, and a larger-than-life hook that demands collective attention.",
64624a49-6868-454f-8759-8b566c329f70,hip_hop,Kanye West,Runaway,,,catharsis_engine|cinematic_romantic,"This epic, widescreen track builds a slow-burning melancholy that culminates in a raw, vocoder-heavy emotional release.",
f26037b0-5f6b-4d79-a167-fe60618f8f7d,hip_hop,Kendrick Lamar,Alright,,,communal_lift_seeker|open_signal,"The song functions as a powerful, unifying modern anthem driven by a chant-along chorus designed for collective resilience and hope.",
b2ed70aa-7268-407e-a118-8823f371a48f,hip_hop,Kendrick Lamar,HUMBLE.,,,bassline_mystic,"The song is driven entirely by a heavy, physical, and minimalist low-end groove that prioritizes body-forward impact over traditional melody.",
4fdd72d7-d949-4b0f-88ee-bea9eebaf6c3,hip_hop,Kendrick Lamar,Money Trees,,,bassline_mystic|texture_astronaut,"The song is anchored by a hypnotic, body-forward head-nodding groove layered under a hazy, dreamlike reversed-sample atmosphere.",
2aef79b3-3814-4bba-bbf1-981fedd8aab6,hip_hop,Kendrick Lamar,"Sing About Me, I'm Dying of Thirst",,,cinematic_romantic|beautiful_doom_seeker,"This 12-minute hip-hop epic acts as a two-act film, pairing tragic, gorgeously melancholy street narratives with a somber, slow-burning cinematic arc.",
184eee75-fcc7-4895-ba41-1afbd6cbdc66,hip_hop,Kid Cudi,Pursuit of Happiness,,,open_signal|beautiful_doom_seeker,"The track pairs a dark, substance-fueled melancholy with a massive, universally inviting hook that became a generational anthem.",
1be6c825-5930-4bf5-8fef-21eb98164cd2,hip_hop,Lauryn Hill,Doo Wop (That Thing),,,open_signal|melody_maximalist,"The track is a universally appealing, radio-friendly anthem driven by massive, instantly memorable vocal hooks and brass melodies.",
180e5b93-58ef-4d0a-87a7-173a6acb1fdc,hip_hop,Missy Elliott,Work It,,,bassline_mystic,"The song is driven entirely by its innovative, body-forward rhythm, signature low-end bounce, and hypnotic production groove.",
074bf82b-5f38-4b11-b827-b2bfadb1f4e3,hip_hop,Mobb Deep,Shook Ones Pt. II,,,bassline_mystic,"The track is defined by its iconic, ominous low-end loop and hypnotic boom-bap groove that carry the tense atmosphere of the song.",
c83bfd47-d8b2-4322-a3e8-ae6c36619995,hip_hop,Nas,N.Y. State of Mind,,,bassline_mystic,"The song's legendary status is anchored by DJ Premier's gritty, menacing piano-and-bass groove that perfectly carries Nas's street-level flow.",
bb3e97bc-8d47-4950-8c70-fa625cfc2ccd,hip_hop,Nas,One Mic,,,catharsis_engine,"The song is structured around an intense, gradual build from a quiet whisper to an explosive, high-energy climax in each verse.",
aca4058b-3d1c-4ffc-b564-5dde096fc4e4,hip_hop,Outkast,Ms. Jackson,,,open_signal|melody_maximalist,"The song centers on an incredibly infectious, widely recognizable vocal hook that delivers massive crossover pop appeal and invites universal sing-alongs.",
7f83a12b-052f-4aef-a8e7-202735e9b543,hip_hop,Pete Rock & CL Smooth,They Reminisce Over You,,,bassline_mystic|forward_motion_romantic,"The track is propelled by its iconic, body-moving bass and horn groove while delivering a driving, bittersweet wave of nostalgia.",
c23225b1-a98b-417c-826f-2a148ca3266b,hip_hop,Snoop Dogg,Gin and Juice,,,bassline_mystic,"The song is defined by its iconic, laid-back G-funk groove and prominent low-end that drives the body-forward rhythm.",
358efd6b-4e7b-4ee2-bb58-f27bc75d058d,hip_hop,Souls of Mischief,93 'til Infinity,,,bassline_mystic,"The iconic, jazzy bassline and laid-back groove completely define the cool, nostalgic physical flow of this hip-hop classic.",
1a74fcef-987b-4510-9ed0-d5ee08150e50,hip_hop,The Notorious B.I.G.,Juicy,,,open_signal,"A universally welcoming, radio-friendly hip-hop masterpiece built on an incredibly inviting, celebratory groove.",
d5c2b822-d538-4123-ae85-a1f74aa3eb8d,hip_hop,The Notorious B.I.G.,Mo Money Mo Problems,,,open_signal,"Built around a jubilant, universally recognizable sample and an infectious hook, the track is the ultimate radio-friendly, celebratory crossover anthem.",
d49b73a7-79f5-4579-b2d2-9dca4c6c0e0e,hip_hop,The Pharcyde,Passin' Me By,,,bassline_mystic|forward_motion_romantic,"The track is propelled by an iconic, jazzy low-end groove while the lyrics and vocals capture a driving sense of melancholic yearning for unrequited loves.",
04213392-c067-486c-a248-3d896fdce1f3,hip_hop,Travis Scott,Sicko Mode,,,bassline_mystic|catharsis_engine,"The tracks's shifting, heavy trap grooves dominate the body experience, while its abrupt, dramatic beat switches create explosive moments of sonic release.",
50c7c1ee-3aba-4fc2-8077-1a4a49acc750,hip_hop,Wu-Tang Clan,C.R.E.A.M.,,,beautiful_doom_seeker,"The song's iconic, melancholic piano sample and gritty reflective lyrics create a sublime, darkly gorgeous atmosphere.",
62d943fc-7d74-420e-ba3d-2b5470513548,hip_hop,Wu-Tang Clan,Protect Ya Neck,,,bassline_mystic,"The track is driven by a gritty, neck-snapping breakbeat and a raw, body-forward groove that serves as the ultimate canvas for the group's cypher.",
92b0f614-5be0-4783-82c2-ad1e8aa8c118,pop,Adele,Rolling in the Deep,,,catharsis_engine|forward_motion_romantic,"The song's relentless, driving beat propels the listener forward into an explosive, emotionally charged chorus of heartbreak and release.",
8126f118-7549-4c2d-aee8-3cc8d73d3ad7,pop,Adele,Someone Like You,,,catharsis_engine|beautiful_doom_seeker,A devastatingly beautiful piano ballad designed for maximum emotional release and sublime heartbreak.,
7cab7b1e-608e-4595-bbf6-da478db284f3,pop,Amy Winehouse,Rehab,,,melody_maximalist|open_signal,"The song is driven by an instantly recognizable, defiance-tinged brass and vocal hook that turned a deeply personal struggle into a massive, global sing-along.",
ff9f2345-25fc-47ec-b8d0-9e56a727e9ab,pop,Ariana Grande,Into You,,,forward_motion_romantic|melody_maximalist,"The track combines a driving, propulsive club beat and intense romantic yearning with a massive, unforgettable pop hook.",
2cd7b61c-8cb9-4b9a-a143-90311df00fb0,pop,Ariana Grande,"Thank U, Next",,,open_signal,"It is an incredibly inviting, breezy, and globally resonant pop anthem that transformed a personal diary entry into a universal hymn of self-love.",
331e3a23-7ef8-4f58-8495-1e2b60d900ce,pop,Billie Eilish,bad guy,,,bassline_mystic,"The song is driven entirely by its infectious, minimalist synth bassline and intimate, body-forward rhythm.",
