id,lane,artist,title,existing_year,proposed_year,existing_canon,proposed_canon,why,error
8bbd45c4-705a-48ff-88de-30945f4865ee,artrock_experimental,Radiohead,No Surprises,1997,,,92,"As one of the defining tracks from the landmark album 'OK Computer,' its iconic glockenspiel melody and music video have made it a globally recognized indie rock standard.",
cf3c0bb7-e834-441c-bb7f-fef7bdc3741f,artrock_experimental,Radiohead,Paranoid Android,1997,,,93,Widely regarded as an alternative rock masterpiece and one of the definitive tracks of the 1990s.,
6d119e3a-f711-46b9-9ade-76a62063fa50,artrock_experimental,Radiohead,Street Spirit,1995,,,83,"As the haunting closing track of 'The Bends' and a UK top-five hit, it is universally revered as one of Radiohead's finest early masterpieces.",
535776cd-72a7-4d7f-89d4-a856419b6262,artrock_experimental,The Verve,Bittersweet Symphony,1997,,,95,"An iconic 1990s anthem featuring one of the most recognizable string loops in pop history, cemented by its legendary music video and massive enduring streaming presence.",
95ed3777-0d34-420b-a194-f2f59872be89,artrock_experimental,The Verve,Blue,1993,,,40,"A key early shoegaze single for the band before their late-90s commercial breakthrough, it remains a beloved cult classic among alternative rock fans.",
9cf76d96-0ecd-4a9f-ba9e-2f2fa60160cf,artrock_experimental,The Verve,History,1995,,,55,"A critically acclaimed Britpop/space-rock ballad that became a cult favorite and signaled the band's impending commercial breakthrough, though it remains overshadowed by their later hits.",
d62679a0-ea56-4c38-bbcb-a04fea4de13e,artrock_experimental,The Verve,Lucky Man,1997,,,78,"A highly successful UK top-ten hit and 90s alternative rock staple, though its legacy is somewhat overshadowed by the monumental success of 'Bitter Sweet Symphony'.",
2fb07543-3c0b-4a78-b274-151b889a5ce6,artrock_experimental,The Verve,The Drugs Don't Work,1997,,,83,"Reaching number one in the UK, this melancholic masterpiece is widely recognized as one of the definitive and most emotionally resonant anthems of the late-90s Britpop era.",
3839c36a-691e-47f2-8d9b-686128055748,artrock_experimental,They Might Be Giants,Ana Ng,1988,,,68,A seminal 1980s college rock landmark and signature track that remains one of the duo's most critically acclaimed and beloved songs.,
6399473d-bcd0-485d-a7e1-1bc04007b1c6,artrock_experimental,They Might Be Giants,Birdhouse in Your Soul,1990,,,82,It is They Might Be Giants' signature hit and a quintessential college rock classic with massive enduring appeal.,
78f9fbe3-8022-4b0b-abf8-e98f979975d8,britpop_indiepop,Blur,Beetlebum,1997,,,82,"A UK number-one single that marked Blur's sonic shift toward American indie rock, remaining one of their most critically acclaimed and recognizable songs.",
dc8a7f8a-f7fb-46ad-b127-4372119ad460,britpop_indiepop,Blur,Girls & Boys,1994,,,85,The lead single from Parklife is an era-defining Britpop anthem and one of the most recognizable alternative dance-rock tracks of the 1990s.,
f9be7983-96ba-456e-973d-c941125843b0,britpop_indiepop,Blur,Parklife,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""2345839e2ef08d6e373d065e0bfa5e4b""}
"
8636ee91-6e9f-4f34-b46c-0b345893c121,britpop_indiepop,Blur,The Universal,1995,,,80,"A signature Britpop anthem and major UK hit, acclaimed for its lush orchestral arrangement and iconic Kubrick-inspired music video.",
6a06b74f-7161-492e-b492-6f2fa0c468d8,britpop_indiepop,Dodgy,Good Enough,1996,,,70,"A quintessential summer Britpop anthem that reached number four on the UK charts, remaining a staple of 90s nostalgia despite limited global crossover.",
706cc200-c760-42a9-9268-57babc11bbb6,britpop_indiepop,Elastica,Connection,1994,,,78,"A defining Britpop and '90s alt-rock anthem, famous for its infectious Wire-influenced riff and successful chart crossover in both the UK and US.",
fcf44aa5-1543-43e5-a552-478a3bc386a9,britpop_indiepop,Elastica,Stutter,1993,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""2bf77082ad4f3adb6e5b61cb6e23ddfb""}
"
8dd546e1-86b3-42c3-b72d-eed10b697958,britpop_indiepop,Oasis,Champagne Supernova,1995,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""dd9651858b801625aae1cae9cc46fe5a""}
"
3cf52f97-b65b-4018-8293-4068c266c5fa,britpop_indiepop,Oasis,Live Forever,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""c1f7c11915fdce25bb2efc588bc12162""}
"
af1f9709-94cb-4a24-aa2a-60ff19d497e8,britpop_indiepop,Oasis,Supersonic,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""25d83f601040b629ca06c448fa1fc09e""}
"
0267560a-7417-4b70-991c-ebd3d8d83ffd,britpop_indiepop,Oasis,Wonderwall,1995,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""fc07ff9bff8b72b9c0990b7ae7e8fbe6""}
"
9e3f5de0-2e57-4698-8200-e1875a86b39a,britpop_indiepop,Pulp,Babies,1992,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""213eecbfe286de856541186cd3da9593""}
"
12063a54-a9fd-4ff8-893c-f98a56607b11,britpop_indiepop,Pulp,Common People,1995,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""c0d1e8ea0bc67accb39af29e3158b849""}
"
ac598a59-e252-44ae-a66a-9a7463426c1f,britpop_indiepop,Pulp,Disco 2000,1995,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""9a5f1077fd39bb46e0fdf8d19769584f""}
"
b085c3f9-96c0-4ef5-975c-1f98cda673bd,britpop_indiepop,Pulp,Sorted for E's & Wizz,1995,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""48f3f87a268ccae871f49075e17d2a11""}
"
1137b9e1-bfba-4c08-b5b8-a66eff717397,britpop_indiepop,Suede,Animal Nitrate,1993,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""387b0322593d429869151dd9b117ca5c""}
"
e760b9e5-558e-489a-b265-af8d98fb304e,britpop_indiepop,Suede,The Wild Ones,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""4b9c2c8de9c5294070099b247000c077""}
"
504fa2fa-82fb-48a2-9c90-8fcaa277f39f,britpop_indiepop,Suede,Trash,1996,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""2a5d5ce16f94ad81fcd53f93107b61c6""}
"
f6e875f0-9820-4c87-95ca-0a26dfec5ee5,britpop_indiepop,Supergrass,Alright,1995,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""7368fcb6fb2e7bfb2a5edb616ed0b752""}
"
9ddf24bd-92a1-443b-ae3e-ddbbe4e07457,britpop_indiepop,Supergrass,Caught by the Fuzz,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""01adda2c5f073de97a37e20ca0bfe944""}
"
bba8c3fd-328f-4714-8c80-d55b544b705f,britpop_indiepop,The Bluetones,Slight Return,1995,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""eaea5eb6196c2974ae56935a8281813a""}
"
bf8b1aa1-eba2-4d6d-8463-4256fb3ad1b1,britpop_indiepop,The Smiths,Bigmouth Strikes Again,1986,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""84c605ccbbe07e22495690ac7cf52da7""}
"
6b2a4f98-75ac-44c6-bc12-c26913d166d6,britpop_indiepop,The Smiths,How Soon Is Now?,1984,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""6b440f0ffbb779f0d64e62f316a96850""}
"
55d835fc-0696-4e4e-8a11-461fe7b3c9dc,britpop_indiepop,The Smiths,There Is a Light That Never Goes Out,1986,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""9b440b1fa37fef6298c725ef4601c701""}
"
13156b79-95f2-4c8b-af69-f0f31ab03111,britpop_indiepop,The Smiths,This Charming Man,1983,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""400e9bebcedd395d79562188b05734df""}
"
bef45985-ece7-4321-9b50-baac0e7ebcda,classic_rock,Black Sabbath,Paranoid,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""2f0a107b957aae47eb7b1c2524251987""}
"
b977f130-19fa-4e7e-b281-71efc73c4305,classic_rock,Bob Dylan,Like a Rolling Stone,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""74369238685c0401ed9f62009aeac5c4""}
"
b3931e8a-0f19-4de7-990c-24dc30d328b5,classic_rock,Boston,More Than a Feeling,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""135e9459eea62c4a2babba476fcba8a7""}
"
a3fc5097-9884-4b9d-966f-a4aa69b855fd,classic_rock,Bruce Springsteen,Born to Run,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""fa1d3f299aa2c43d33690fd6e7f30b6a""}
"
04aa78b3-4529-4788-9910-aadbaca9a1fd,classic_rock,Bruce Springsteen,Thunder Road,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""7b3542f83722b4001b96691c7fa5273f""}
"
38021a7b-a555-477d-a401-6cee390c906b,classic_rock,Creedence Clearwater Revival,Fortunate Son,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""6345e5cb341f17178eb6792cb9e2378c""}
"
83dff052-0392-4e83-b22e-d490af1eb5ce,classic_rock,David Bowie,Rebel Rebel,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""df838a00d7c019192f888b6b403ab226""}
"
5e7f2747-1633-4e11-8537-7e0de7259744,classic_rock,David Bowie,Space Oddity,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""23d3c27af5b2704efff43fc69d1f9299""}
"
5cf86e47-7f19-45d9-aecc-713d81bed293,classic_rock,Derek and the Dominos,Layla,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""fa93fbd3a890b8f7986a906fe609d7d4""}
"
0c0fbf77-5da3-4963-8592-7d2627c43ac9,classic_rock,Eagles,Hotel California,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""6472e181801204db7c71e74be6e6bbe1""}
"
084e9137-075a-45d1-bfe7-a80859a1ee54,classic_rock,Elton John,Tiny Dancer,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""bf009b3c5fc435d0e5e8471839a97315""}
"
fb78fd0f-cf43-497b-b352-901f7a5718b6,classic_rock,Fleetwood Mac,Dreams,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""c30e0a1c87c3de1fa4f7f03ef3b7fdff""}
"
3937a324-3dfe-42df-91b8-d83b6938f39f,classic_rock,Fleetwood Mac,Go Your Own Way,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""a4ade8238af0f3e5ea22ca6f98dd7593""}
"
49a84f18-37f9-490a-a211-765f40f3806e,classic_rock,Fleetwood Mac,Landslide,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""ce545f1d3909353c6d21f1bce349c70a""}
"
4fead491-d63f-489f-a53c-fd857a6527c5,classic_rock,Fleetwood Mac,The Chain,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""fc5f79d24d81a75d8b4b155c11a1d4a1""}
"
afc26228-989a-4675-acf1-fcbbbc36206b,classic_rock,Jefferson Airplane,White Rabbit,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""0a4d451d6198067fd42bcf9ecd2e5ab5""}
"
451d1fec-36df-4883-b16c-421747de389f,classic_rock,Jimi Hendrix,All Along the Watchtower,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""fe212a91f051ca293f542852318cca70""}
"
6621280f-e193-412c-968b-71a8bb739faf,classic_rock,John Lennon,Imagine,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""f10f53b56b262263429f17b258a7c7c9""}
"
d22b0d15-fd76-4b40-a822-71a5d39f6022,classic_rock,Journey,Don't Stop Believin',,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""1c9a5f8b2b9fb8569d99c60ebdbe53a8""}
"
3ae282f1-bc59-44e2-8faa-1d7873b599b4,classic_rock,Kansas,Carry On Wayward Son,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""b1353080e451a99c22c7b57982a1c702""}
"
ad5e5a42-67d4-4520-b44c-0e884802f496,classic_rock,Led Zeppelin,Kashmir,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""62c2903405d63e5ed0178b12b1639c5f""}
"
dadf096a-588b-4426-9061-d05215f6a199,classic_rock,Led Zeppelin,Whole Lotta Love,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""0544fd84e903fee0dac124cc273113e1""}
"
225cbddf-a255-4dcc-b961-870feb8797c5,classic_rock,Lynyrd Skynyrd,Free Bird,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""dc3af06339d8796d3e6f10a194907628""}
"
99a4f4b1-cfeb-4e08-b0b0-75dd072a86be,classic_rock,Lynyrd Skynyrd,Sweet Home Alabama,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""24baae452cf09719093dbb9d06ef4ea1""}
"
1bf11dfb-9b64-4dda-832c-b96a91938e5d,classic_rock,Neil Young,Heart of Gold,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""22bb5c0d32ea946425945df24a1d9a44""}
"
47702bb9-e130-405f-ad41-44e1a28a4516,classic_rock,Pink Floyd,Comfortably Numb,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""67297efb2bc725e7ba0a2b360e667595""}
"
88cf0989-5d08-46e1-983c-e56603d5d50a,classic_rock,Pink Floyd,Wish You Were Here,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""994440adee6e33abd7cc6b7ad3b6331b""}
"
bc891e9e-e202-493e-906d-502ae4f50174,classic_rock,Queen,Bohemian Rhapsody,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""0a779d32b34bc7fe95492c0f680520ea""}
"
